"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"MF440980","B/Victoria","Korea University, College of Pharmacy",NA
"MF440972","B/Victoria","Korea University, College of Pharmacy",NA
"EPI_ISL_406588","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_487184","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_312551","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_406586","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_487175","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_487176","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_18099754","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_17503689","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_18099779","B/Victoria","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_331093","B/Victoria","Laboratorio Central de Salud Publica","Laboratorio Central de Salud Publica"
"EPI_ISL_331106","B/Victoria","Laboratorio Central de Salud Publica","Laboratorio Central de Salud Publica"
"EPI_ISL_331100","B/Victoria","Laboratorio Central de Salud Publica","Laboratorio Central de Salud Publica"
"EPI_ISL_331098","B/Victoria","Laboratorio Central de Salud Publica","Laboratorio Central de Salud Publica"
"EPI_ISL_18162441","B/Victoria","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18162448","B/Victoria","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18162412","B/Victoria","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18162411","B/Victoria","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"KF699272","B/Victoria","Mahidol University, Microbiology",NA
"KF699262","B/Victoria","Mahidol University, Microbiology",NA
"KF699259","B/Victoria","Mahidol University, Microbiology",NA
"KF699267","B/Victoria","Mahidol University, Microbiology",NA
"KF699281","B/Victoria","Mahidol University, Microbiology",NA
"KF699296","B/Victoria","Mahidol University, Microbiology",NA
"KF699250","B/Victoria","Mahidol University, Microbiology",NA
"KF699293","B/Victoria","Mahidol University, Microbiology",NA
"KF699283","B/Victoria","Mahidol University, Microbiology",NA
"KF699287","B/Victoria","Mahidol University, Microbiology",NA
"KF699260","B/Victoria","Mahidol University, Microbiology",NA
"KF699264","B/Victoria","Mahidol University, Microbiology",NA
"KF699257","B/Victoria","Mahidol University, Microbiology",NA
"KX058959","B/Victoria","Mahidol University, Microbiology",NA
"EPI_ISL_110102","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_135208","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_306736","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_935030","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_109925","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_141028","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_214467","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_213871","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_137581","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_212403","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_216987","B/Victoria","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_213671","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213692","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213683","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213706","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213681","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213688","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213610","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213711","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213697","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213669","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213693","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213684","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213494","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213709","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213598","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226523","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226487","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226486","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239057","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239054","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226457","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226491","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226531","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226494","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239053","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239060","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226548","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239055","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269673","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283038","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283016","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269675","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_292458","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269665","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_255471","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283036","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269669","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283014","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330589","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330610","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340859","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330609","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330605","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340862","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340867","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340861","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330607","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330611","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_400661","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401437","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401444","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391733","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391716","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391739","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398652","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391741","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398634","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_400657","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398653","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391745","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391719","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398654","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391737","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481329","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481333","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481330","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481332","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481368","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481367","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481369","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481328","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_481331","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_7834030","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16520274","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433733","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433741","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433735","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433731","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433739","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_13835107","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_13835114","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433762","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213670","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213675","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213609","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213639","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226476","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226522","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226534","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226462","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226450","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226463","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226490","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226465","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_255476","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269671","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283035","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283037","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_288119","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340875","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330588","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330587","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_340866","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391619","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391740","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398636","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401441","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391703","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391744","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401446","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398639","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391705","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_8376934","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16520269","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_13835113","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433737","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16433742","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_16520273","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_213687","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226527","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226484","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_239050","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_226515","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269668","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283032","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_255490","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398638","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391723","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_391602","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398650","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_7834043","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_13835115","B/Victoria","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_18734538","B/Victoria","MORU Tropical Health Network","Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)"
"EPI_ISL_18734537","B/Victoria","MORU Tropical Health Network","Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)"
"EPI_ISL_18734531","B/Victoria","MORU Tropical Health Network","Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)"
"JQ906838","B/Victoria","NAMRU-6, Virology",NA
"KJ683777","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683778","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683779","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683781","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683773","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683775","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
"KJ683771","B/Victoria","National Centre for Disease Control, Division of Biotechnology",NA
